path,type,status,purpose_short,current_mainline_related,module,inputs,outputs,called_by,calls,safe_to_modify,safe_to_delete,sensitive,evidence_summary,confidence,notes
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_020/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_020/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_020/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_020/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_021/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_022/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_023/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_024/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_025/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_026/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_027/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_028/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_029/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_030/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/comparison_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/decoded_label_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/error_map.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/gt_target.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/observer_instances.json,JSON,manual_review,"Structured data, manifest, example, configuration, or report artifact.",False,outputs / generated artifacts,,outputs/,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/observer_overlay.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/palette_snapped_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_031/raw_model_output.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_032/architecture_condition.png,image artifact,manual_review,Generated or example image artifact.,False,outputs / generated artifacts,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
