path,line,wrong_statement_or_reference,action
reports/reference_3dfront_pipeline_mining_report.json,15129,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_8933/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15130,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_9161/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15131,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_2905/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15132,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_3779/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15133,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_3953/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15134,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_48758/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15135,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_48811/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15136,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_7475/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15137,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_2905/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15138,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_3779/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15139,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_3953/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15140,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_48758/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15141,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_48811/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15142,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_7475/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15143,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_27059/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15144,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_2774/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15145,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_3470121/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15146,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_3471259/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15147,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_3593025/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15148,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_5844/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15149,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1276420_6328/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15150,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1278554_356951/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15151,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1278554_367722/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15152,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1278554_405904/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15153,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1278554_412184/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15154,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1278554_77030/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15155,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_15305/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15156,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_2869/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15157,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_3529/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15158,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_3703/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15159,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_4351/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15160,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_4721/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15161,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279055_7384/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15162,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279353_10406/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15163,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279353_2622/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15164,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279353_4460/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15165,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1279353_4963097/Updated_Bottom_label_map.png""",classified_not_authoritative_or_generated_history
reports/semlayoutdiff_final_palette.csv,826,",,parse_json_floorplan.py:CATEGORIES -> my_tools/id2c.json,source_truth_table,,unknown,unknown,preprocess/metadata/room_type_furniture_priors_34class.json,",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1821,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/4009070_33732/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1827,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1349315_216392/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1833,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575170_1086387/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1839,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2521501_19525/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1845,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3004251_41035/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1851,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1404836_26483/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1857,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3028728_3187186/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1863,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1825107_17600/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1869,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3735749_49409/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1875,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2529995_124338/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1881,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1766246_56942/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1887,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1326040_3759067/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1893,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1308127_574269/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1899,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2773162_4848423/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1905,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2462755_6955/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1911,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2341799_100597/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1917,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3209700_5826436/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1923,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2463242_1649315/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1929,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575886_1580683/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1935,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2736087_10128/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1942,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1943,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/conversion_summary.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1944,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1945,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val_plan_ids.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1946,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/4009070_33732/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1947,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1349315_216392/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1948,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575170_1086387/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1949,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2521501_19525/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1950,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3004251_41035/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1951,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1404836_26483/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1952,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3028728_3187186/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1953,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1825107_17600/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1954,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3735749_49409/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1955,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2529995_124338/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1956,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1766246_56942/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1957,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1326040_3759067/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1958,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1308127_574269/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1959,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2773162_4848423/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1960,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2462755_6955/Updated_Bottom_inst_anno.json"",",classified_not_authoritative_or_generated_history
reports/official_3dfront_bundle_check.json,1961,"""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2341799_100597/Updated_Bottom_inst_anno.json""",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,1985,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/4009070_33732/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,1992,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1349315_216392/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,1999,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2575170_1086387/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2006,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2521501_19525/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2013,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3004251_41035/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2020,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1404836_26483/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2027,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3028728_3187186/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2034,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1825107_17600/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2041,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3735749_49409/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2048,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2529995_124338/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2055,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1766246_56942/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2062,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1326040_3759067/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2069,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/1308127_574269/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2076,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2773162_4848423/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2083,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2462755_6955/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2090,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/2341799_100597/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/real_field_mapping_report.json,2097,"""path"": ""/wuqingyaoa800/qiuziyan/DiffSynth-Studio-apm-stage1-rotY/SemLayoutDiff_update_20260312_163509/datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train/3209700_5826436/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
