raw_category,intermediate_category,generic_category,semantic_index,RGB color,room type applicability,include_arch behavior,source file,source line
,,train,LivingDiningRoom-23725,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,170
,,train,LivingDiningRoom-1889,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,171
,,train,LivingDiningRoom-12646,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,172
,,train,LivingDiningRoom-3700,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,173
,,train,LivingDiningRoom-48869,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,174
,,train,DiningRoom-15222,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,175
,,train,LivingDiningRoom-8192,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,176
,,train,LivingDiningRoom-4481,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,177
,,train,LivingDiningRoom-268,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,178
,,train,LivingDiningRoom-460,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,179
,,train,LivingDiningRoom-10108,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,180
,,train,LivingDiningRoom-26053,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,181
,,train,LivingDiningRoom-81790,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,182
,,train,LivingDiningRoom-3215,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,183
,,train,LivingDiningRoom-26069,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,184
,,train,DiningRoom-18481,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,185
,,train,LivingDiningRoom-7751,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,186
,,train,LivingDiningRoom-3064,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,187
,,train,LivingDiningRoom-8565,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,188
,,train,LivingDiningRoom-34998,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,189
,,train,LivingDiningRoom-146209,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,190
,,train,LivingDiningRoom-259603,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,191
,,train,LivingDiningRoom-1482,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,192
,,train,LivingDiningRoom-2332,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,193
,,train,LivingDiningRoom-1415,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,194
,,train,LivingDiningRoom-3032,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,195
,,train,LivingDiningRoom-429,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,196
,,train,DiningRoom-2644,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,197
,,train,LivingDiningRoom-39478,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,198
,,train,LivingDiningRoom-80907,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,199
,,train,LivingDiningRoom-56818,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,200
,,void,0,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,armchair,1,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,bookshelf,2,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,cabinet,3,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,ceiling_lamp,4,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,chaise_longue_sofa,5,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,chinese_chair,6,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,coffee_table,7,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,console_table,8,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,corner_side_table,9,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,desk,10,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,dining_chair,11,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,dining_table,12,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,door,13,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,floor,14,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,l_shaped_sofa,15,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,lazy_sofa,16,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,lounge_chair,17,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,loveseat_sofa,18,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,multi_seat_sofa,19,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,pendant_lamp,20,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,round_end_table,21,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,shelf,22,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,stool,23,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,tv_stand,24,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,wardrobe,25,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,window,26,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,wine_cabinet,27,,living/dining,unknown,preprocess/metadata/livingroom_idx_to_generic_label.json,
,,train,LivingRoom-12207,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,1
,,train,LivingDiningRoom-5290,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,2
,,train,LivingRoom-4169,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,3
,,train,LivingDiningRoom-53598,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,4
,,train,LivingDiningRoom-142,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,5
,,train,LivingDiningRoom-10104,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,6
,,train,LivingDiningRoom-14970,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,7
,,train,LivingDiningRoom-24493,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,8
,,train,LivingDiningRoom-29182,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,9
,,train,LivingRoom-11144,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,10
,,train,LivingDiningRoom-27730,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,11
,,train,LivingDiningRoom-398,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,12
,,train,LivingRoom-25196,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,13
,,train,LivingDiningRoom-11755,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,14
,,train,LivingDiningRoom-73707,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,15
,,train,LivingRoom-10858,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,16
,,train,LivingRoom-4353,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,17
,,train,LivingDiningRoom-23193,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,18
,,train,LivingDiningRoom-9597,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,19
,,train,LivingDiningRoom-15706,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,20
,,train,LivingDiningRoom-4758,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,21
,,train,LivingDiningRoom-25714,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,22
,,train,LivingDiningRoom-3973,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,23
,,train,LivingDiningRoom-2774,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,24
,,train,LivingDiningRoom-8945,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,25
,,train,LivingDiningRoom-1664,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,26
,,train,LivingDiningRoom-22077,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,27
,,train,LivingDiningRoom-20678,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,28
,,train,LivingDiningRoom-17114,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,29
,,train,LivingDiningRoom-5444,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,30
,,train,LivingDiningRoom-21601,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,31
,,train,LivingRoom-2328,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,32
,,train,LivingRoom-311928,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,33
,,train,LivingDiningRoom-1901,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,34
,,train,LivingDiningRoom-7862,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,35
,,train,LivingDiningRoom-61719,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,36
,,train,LivingDiningRoom-64294,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,37
,,train,LivingDiningRoom-77284,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,38
,,train,LivingDiningRoom-5790,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,39
,,train,LivingRoom-42161,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,40
,,train,LivingDiningRoom-18908,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,41
,,train,LivingRoom-1635,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,42
,,train,LivingDiningRoom-7274,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,43
,,train,LivingDiningRoom-101847,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,44
,,train,LivingRoom-13009,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,45
,,train,LivingDiningRoom-66938,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,46
,,train,LivingRoom-71719,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,47
,,train,LivingDiningRoom-26392,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,48
,,train,LivingDiningRoom-2715,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,49
,,train,LivingDiningRoom-1763072,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,50
,,train,LivingRoom-54780,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,51
,,train,LivingRoom-12430,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,52
,,train,LivingDiningRoom-9463,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,53
,,train,LivingDiningRoom-49941,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,54
,,train,LivingDiningRoom-15731,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,55
,,train,LivingRoom-1698,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,56
,,train,LivingDiningRoom-2420,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,57
,,train,LivingRoom-2151,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,58
,,train,LivingDiningRoom-37486,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,59
,,train,LivingRoom-14,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,60
,,train,LivingDiningRoom-11333,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,61
,,train,LivingRoom-91063,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,62
,,train,LivingDiningRoom-22960,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,63
,,train,LivingRoom-1906,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,64
,,train,LivingDiningRoom-46313,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,65
,,train,LivingDiningRoom-24689,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,66
,,train,LivingDiningRoom-50487,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,67
,,train,LivingDiningRoom-15907,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,68
,,train,LivingDiningRoom-9815,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,69
,,train,LivingRoom-13248,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,70
,,train,LivingDiningRoom-142185,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,71
,,train,LivingDiningRoom-14290,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,72
,,train,LivingRoom-35915,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,73
,,train,LivingDiningRoom-46232,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,74
,,train,LivingDiningRoom-11797,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,75
,,train,LivingDiningRoom-8026,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,76
,,train,LivingDiningRoom-6257,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,77
,,train,LivingRoom-2874,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,78
,,train,LivingRoom-1014,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,79
,,train,LivingDiningRoom-26523,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,80
,,train,LivingDiningRoom-42568,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,81
,,train,LivingRoom-27407,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,82
,,train,LivingRoom-31412,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,83
,,train,LivingRoom-13595,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,84
,,train,LivingDiningRoom-148502,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,85
,,train,LivingRoom-15768,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,86
,,train,LivingDiningRoom-71398,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,87
,,train,LivingRoom-27545,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,88
,,train,LivingDiningRoom-10092,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,89
,,train,LivingRoom-22971,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,90
,,train,LivingRoom-15776,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,91
,,train,LivingDiningRoom-2328,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,92
,,train,LivingDiningRoom-26885,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,93
,,train,LivingDiningRoom-9281,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,94
,,train,LivingDiningRoom-734,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,95
,,train,LivingRoom-282598,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,96
,,train,LivingRoom-23802,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,97
,,train,LivingRoom-19624,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,98
,,train,LivingDiningRoom-43160,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,99
,,train,LivingDiningRoom-2973,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,100
,,train,LivingDiningRoom-232057,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,101
,,train,LivingRoom-3787,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,102
,,train,LivingDiningRoom-30074,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,103
,,train,LivingDiningRoom-60587,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,104
,,train,LivingDiningRoom-17245,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,105
,,train,LivingDiningRoom-2122,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,106
,,train,LivingDiningRoom-17184,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,107
,,train,LivingRoom-29450,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,108
,,train,LivingDiningRoom-18813,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,109
,,train,LivingDiningRoom-956,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,110
,,train,LivingRoom-4812,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,111
,,train,LivingDiningRoom-47214,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,112
,,train,LivingRoom-91141,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,113
,,train,LivingDiningRoom-33289,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,114
,,train,LivingDiningRoom-10892,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,115
,,train,LivingRoom-29863,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,116
,,train,LivingRoom-22253,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,117
,,train,LivingDiningRoom-11549,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,118
,,train,LivingDiningRoom-99518,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,119
,,train,LivingDiningRoom-5630,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,120
,,train,LivingDiningRoom-1431,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,121
,,train,LivingDiningRoom-53709,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,122
,,train,LivingDiningRoom-2999,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,123
,,train,LivingDiningRoom-3823,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,124
,,train,LivingDiningRoom-6461,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,125
,,train,LivingDiningRoom-5402,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,126
,,train,LivingDiningRoom-3325,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,127
,,train,LivingRoom-14930,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,128
,,train,LivingDiningRoom-21808,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,129
,,train,LivingRoom-1676,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,130
,,train,LivingDiningRoom-4115,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,131
,,train,LivingDiningRoom-12401,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,132
,,train,LivingDiningRoom-9142,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,133
,,train,LivingDiningRoom-5939,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,134
,,train,LivingDiningRoom-5733,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,135
,,train,LivingDiningRoom-16342,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,136
,,train,LivingDiningRoom-70408,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,137
,,train,LivingRoom-9715,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,138
,,train,LivingDiningRoom-11899,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,139
,,train,LivingDiningRoom-4125,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,140
,,train,LivingDiningRoom-7121,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,141
,,train,LivingDiningRoom-81877,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,142
,,train,LivingRoom-69133,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,143
,,train,LivingRoom-46192,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,144
,,train,LivingDiningRoom-4561,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,145
,,train,LivingDiningRoom-20518,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,146
,,train,LivingDiningRoom-20212,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,147
,,train,LivingDiningRoom-108834,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,148
,,train,LivingDiningRoom-5191,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,149
,,train,LivingRoom-178433,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,150
,,train,LivingRoom-4543,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,151
,,train,LivingDiningRoom-892,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,152
,,train,LivingDiningRoom-6150,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,153
,,train,LivingDiningRoom-14333,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,154
,,train,LivingDiningRoom-16465,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,155
,,train,LivingDiningRoom-4207,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,156
,,train,LivingRoom-7407,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,157
,,train,LivingDiningRoom-516,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,158
,,train,LivingRoom-2873,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,159
,,train,LivingDiningRoom-13739,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,160
,,train,LivingRoom-10133,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,161
,,train,LivingRoom-2933,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,162
,,train,LivingDiningRoom-12225,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,163
,,train,LivingDiningRoom-28867,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,164
,,train,LivingDiningRoom-27185,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,165
,,train,LivingDiningRoom-13545,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,166
,,train,LivingRoom-6253,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,167
,,train,LivingRoom-2588,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,168
,,train,LivingRoom-30927,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,169
,,train,LivingRoom-130617,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,170
,,train,LivingDiningRoom-7679,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,171
,,train,LivingDiningRoom-18256,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,172
,,train,LivingDiningRoom-81470,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,173
,,train,LivingDiningRoom-3480,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,174
,,train,LivingRoom-4933,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,175
,,train,LivingDiningRoom-59355,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,176
,,train,LivingDiningRoom-78702,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,177
,,train,LivingDiningRoom-44120,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,178
,,train,LivingRoom-190,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,179
,,train,LivingDiningRoom-11815,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,180
,,train,LivingRoom-19706,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,181
,,train,LivingRoom-1353,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,182
,,train,LivingDiningRoom-840,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,183
,,train,LivingRoom-20330,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,184
,,train,LivingRoom-26776,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,185
,,train,LivingDiningRoom-16262,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,186
,,train,LivingDiningRoom-974,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,187
,,train,LivingDiningRoom-47932,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,188
,,train,LivingDiningRoom-3811,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,189
,,train,LivingRoom-8388,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,190
,,train,LivingRoom-16859,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,191
,,train,LivingDiningRoom-9744,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,192
,,train,LivingRoom-419,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,193
,,train,LivingRoom-125465,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,194
,,train,LivingRoom-1259,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,195
,,train,LivingDiningRoom-10332,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,196
,,train,LivingDiningRoom-33417,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,197
,,train,LivingDiningRoom-17627,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,198
,,train,LivingDiningRoom-3009,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,199
,,train,LivingDiningRoom-34998,,living/dining,unknown,preprocess/metadata/livingroom_threed_front_splits.csv,200
,,parse_json_floorplan.py:CATEGORIES -> my_tools/id2c.json,source_truth_table,,unknown,unknown,preprocess/metadata/room_type_furniture_priors_34class.json,
,,,notes,"Counts are estimated with 8-connected components on the 34-class semantic map.,void/floor/door/window are excluded.,This JSON is intended as a structured prior for room-type-conditioned text generation or future explicit count conditioning.",unknown,unknown,preprocess/metadata/room_type_furniture_priors_34class.json,
,,label,index,,bedroom,unknown,preprocess/metadata/semantic_color_index_bedroom.csv,1
,,armchair,0,,bedroom,unknown,preprocess/metadata/semantic_color_index_bedroom.csv,2
,,Lounge Chair / Cafe Chair / Office Chair,1,,bedroom,unknown,preprocess/metadata/semantic_color_index_bedroom.csv,3
